user_idx,items
950,"8420,5302,2904,10325,8234,11842,4864,850,2379,1597,1787,2168,3949,2566,2336,784,3765,2198,1911,10915,9798,2420,9732,9071,12610,4412,12330,2788,1226,810,5917,13295,7722,10137,3339,4116,10607,1995,1583,4276,12025,4148,10178,930,4265,11383,330,11395,7947,1289"
973,"6219,8234,5302,2379,9798,5998,9941,7722,10834,4697,12605,13295,5531,7228,4412,10915,4148,8561,2342,5544,12664,4100,11539,6528,6898,7557,3044,11750,12025,2536,6325,5865,4797,6165,11910,11110,3054,4276,5917,6981,7137,6794,11383,9936,7023,12856,10178,2420,6618,7705"
1009,"2148,7438,7776,10325,7740,2139,5586,1239,7614,5289,5302,274,32,1225,2520,5746,1710,7382,101,3607,164,3642,542,13213,564,1431,4876,382,9770,2647,407,630,891,6600,11691,1452,2238,892,97,5964,12983,2217,5818,2632,9072,2064,4530,108,1289,6970"
1012,"10325,5302,2198,7722,9798,4946,5544,7947,13295,1956,2342,1733,6637,3070,6394,2238,7577,2148,2205,7435,1226,4100,12252,11395,7023,5531,4484,4412,7982,975,4145,8921,11448,6891,11968,6417,4697,1879,12025,4148,9692,603,7090,5865,5421,3949,5730,7228,9454,1289"
1015,"8420,10325,8234,5998,9798,2566,10834,13295,1787,6394,9941,8160,9071,11539,7722,1879,3044,2336,6325,7216,5544,4100,10137,2788,5531,2420,4946,2198,330,4276,6432,1995,7228,10915,12605,4797,9448,4412,11560,7557,7137,3339,809,9488,5917,4148,6528,8561,12856,11395"
1022,"6219,8420,2217,2379,13295,3949,9798,2168,850,8234,4412,10834,4276,5544,2336,11842,2904,2566,975,330,4100,3765,2788,543,12025,1452,4797,4148,7137,12155,8160,9732,3339,7722,5198,5917,4265,6981,7947,6325,5501,1226,11750,810,6898,3839,9448,7228,1209,1289"
1034,"1289,9961,788,5134,13308,4928,2915,7816,4612,12496,7119,1399,12868,295,10606,6624,10335,10388,9670,4575,11917,8566,2637,1557,13026,12029,3426,125,11023,4035,342,4663,10643,4386,4082,3696,53,3237,2434,2578,4972,10962,8634,5572,11297,3092,11774,4110,9836,6970"
1045,"6970,2139,8420,2566,2788,7137,9798,2217,7062,3769,11842,13295,330,850,4412,4797,3339,274,10325,1911,3054,975,4100,5544,9071,9941,4276,2336,11539,8160,12025,810,10178,1209,2198,11383,5917,9732,543,11395,12155,4314,9448,10081,564,7947,1571,930,836,7722"
1050,"1289,7119,1557,10606,2915,8589,4928,295,342,10962,3736,3426,10662,7855,4575,6242,10146,11023,788,2342,2434,2956,3092,9404,10388,12496,777,4697,3538,4162,9767,11917,4035,2637,6811,9294,6053,3721,3237,11297,4687,4318,12761,2568,9936,9184,6833,3602,12810,6970"
1056,"2139,6970,5302,10325,9798,4797,2379,13295,3769,4412,3054,9941,6165,2336,11539,2788,10915,12025,4100,9071,4276,219,5544,11395,543,5609,2566,10178,2198,9879,5198,3339,10607,8160,8412,3044,810,10433,6961,4946,12155,2797,10081,6325,9997,11383,6981,7722,4314,9967"
1063,"8420,5998,8234,13295,10325,1911,850,9798,11842,9071,2168,4412,4276,10834,4797,10915,1995,2336,11539,4100,2566,12155,5544,2788,10137,3054,1787,975,330,2198,3765,10607,11395,6325,5198,7137,4148,7722,9967,8160,810,6981,6394,9448,11383,11725,10081,4946,836,11571"
1079,"2139,5302,8420,2217,10325,12610,2788,4797,850,3054,1911,3339,11842,8234,975,12025,5198,2566,2909,9798,4412,9071,3769,11539,330,13295,5531,2342,10607,1787,8160,4276,1995,10137,5609,6981,9732,11750,12155,7228,5213,8561,3908,1452,1571,9448,7963,11288,9692,7023"
1088,"2139,8420,6970,10325,330,9798,5917,13295,2566,850,3044,9071,11842,2168,12679,11539,4100,975,3769,1911,5544,2788,3054,1995,5609,543,3339,10607,2420,2807,4797,10178,1787,4276,11383,8160,12025,10915,7137,836,10433,12155,2797,9997,4739,9732,1209,7947,5350,4314"
1089,"10325,2139,6219,630,9798,2217,1452,13295,975,2379,2336,3949,8234,7722,4864,5544,3044,5998,810,274,1226,10915,4412,4148,8412,3054,10178,6165,9732,2936,7557,1583,6432,12025,8160,11750,2342,1733,2420,9340,12679,3339,11288,2788,7947,11383,6325,2566,12856,2479"
1102,"10325,8234,8420,5998,2379,2217,2904,11842,850,12610,4412,4276,9071,9798,2566,2788,3044,12025,9879,975,12155,4864,13295,2336,3769,10915,2909,11750,543,4797,10137,1226,3765,2420,686,3054,4697,10607,6981,7722,1452,810,5544,9732,11383,330,10081,7947,10178,4148"
1122,"9670,1289,1749,6321,3479,8089,11023,1399,788,9654,3434,4035,11142,5961,5569,1968,11212,11742,10384,2984,374,712,7816,8166,167,3322,10465,9184,688,5434,11116,2713,10693,2339,11555,6721,13065,3915,10673,12831,228,7072,11063,11568,10335,926,3426,2186,1012,6970"
1133,"8420,2139,10325,1911,9071,11842,9941,6219,850,9732,630,2566,6325,1016,2336,2936,2498,3765,5544,975,810,9798,12605,9937,9488,330,13295,9454,10178,510,5501,8160,836,10607,1420,7196,2410,10915,11383,761,3044,2788,9340,6234,7216,3054,7461,646,4797,12856"
1135,"12155,3529,2168,12856,850,2394,10355,3710,4052,11842,10757,9862,6313,11992,11383,1639,5544,8451,4945,1583,13295,1439,6095,1285,4452,8898,9491,10261,10672,3695,2345,12330,5023,11910,10178,11837,7298,7186,11281,7672,2493,4347,5470,465,4412,4923,6787,12025,12933,9340"
1138,"1289,342,4928,1399,6242,4697,10321,10331,9458,7119,542,8566,9670,4046,6165,1976,2019,5544,7705,9798,448,5572,10335,8702,125,12029,1548,9404,13141,3087,5115,4082,1474,6624,2578,10240,115,5961,2846,9825,4386,3121,13227,10138,8553,2057,7636,4612,892,5975"
1153,"6219,9798,2379,8234,8420,10325,13295,4100,7722,6325,3044,2788,4321,9941,6898,12679,10791,2566,2989,4697,3339,7947,9448,10607,11910,4412,11560,7557,7196,11750,10915,6981,4797,8160,2198,7023,11395,5501,6394,7228,2936,8204,930,10178,8017,8561,3054,330,761,1289"
1168,"6219,6970,9798,2217,10834,5544,4100,4276,8234,11783,4412,11539,2168,4697,1597,3087,6165,6325,10607,4797,2198,2442,7947,12330,6924,12664,7137,3765,10339,3054,7722,1855,2336,3839,7228,9936,9967,13380,11395,12025,6981,1226,11750,5501,6394,8561,9728,10081,13109,1289"
1172,"6219,4697,6165,2379,9798,2342,13295,2217,10834,1977,295,5531,1452,4412,5024,5548,9579,7636,8921,5544,12605,12679,2019,4145,4797,10915,12856,7722,3044,12025,543,7228,5917,4148,9936,7947,9458,11750,8561,1583,6794,5148,7137,10081,8702,2536,1226,11383,7705,13109"
1177,"2139,5302,8420,10325,4276,975,8234,2420,9798,9667,850,10915,11842,2566,13295,3044,4412,9071,12025,7062,330,5917,3769,686,543,4100,4864,1226,5544,3054,5484,4797,7722,6432,2336,9732,646,7137,11383,10178,2788,7947,12989,8160,1583,1209,12856,810,11750,3294"
1189,"5302,6219,4697,10834,8234,5998,2217,7228,9798,8561,6165,9941,13295,11783,6394,4412,12605,8921,11539,6432,2936,2342,784,5198,1597,5531,10433,5544,7722,4276,4148,11750,4797,9997,9936,12025,2198,4739,1226,2646,7947,3054,4116,7982,7963,6794,11395,1452,1928,10081"
1204,"6219,5302,2139,9798,10325,13295,2217,2566,2198,1226,9941,11842,2420,7722,1452,5544,11395,4412,2336,7947,10607,12155,6165,3339,4946,850,3054,4276,6394,11750,1597,6325,543,4100,5198,10915,3044,2788,12025,6981,7228,686,10339,2205,10081,4148,1928,1879,12856,11383"
1216,"1289,10606,3426,1557,10662,2915,11297,11917,11023,4575,788,5134,295,4162,2956,4035,7119,5671,8634,5968,9767,4215,10580,1778,9169,4663,9184,3261,7944,1749,9294,2637,1850,2568,4110,342,777,10996,1638,3696,5978,9959,13369,3237,8474,12765,1198,3069,6970,2139"
1217,"2821,6891,4052,12155,2394,9862,10355,6165,7486,5544,1570,1639,7344,7722,13184,12856,1285,2493,6313,4781,7502,688,4412,1439,7052,228,11383,3293,3121,10672,3179,5486,11179,11006,11837,12933,893,9458,1583,2186,926,12555,571,10178,12176,11256,1226,8898,1927,1289"
1229,"10325,12155,4052,2394,3529,12856,11992,3710,9862,7722,10261,11383,6313,1439,7186,2493,1583,8445,8898,12933,1639,6165,10672,7298,9937,503,5470,4412,1739,5486,11006,265,3111,12330,8451,465,4347,10178,11837,4923,5023,11448,11281,1871,4458,571,11704,10081,2204,9088"
1249,"10325,8420,3949,8234,2198,2217,13295,9798,3044,1452,2336,2989,2788,3339,2420,2566,2904,810,330,850,7722,6325,3054,975,5544,4412,4946,10607,5484,1977,6432,11395,8160,7557,772,4148,5917,10339,4276,9967,1209,1226,454,9732,543,9448,7947,4797,12025,3294"
1251,"2139,5302,10325,4276,8234,8589,2217,7137,8420,2566,5917,10915,11383,2420,1787,9579,9798,2788,10178,5024,9941,3054,4797,3044,13295,4412,686,12679,1452,12856,3769,1583,5544,1977,3339,1513,2198,7722,4318,784,6325,7947,7911,11750,1995,1209,5023,11571,6234,6394"
1275,"10325,5302,2139,784,8420,5998,1911,9071,2566,4116,12856,2342,4276,1787,2821,2336,6432,5531,543,2570,2420,3054,11383,1583,1995,5198,3339,4052,2989,6637,10915,2198,2788,6394,7963,11395,7722,4797,11356,7137,12025,1226,1663,6794,7228,2410,8204,930,10178,2909"
1278,"788,5134,9961,4928,13308,1289,6624,10335,12868,4612,6242,13026,12736,10643,4972,342,12496,3885,8566,9836,9767,9670,295,1199,7119,7403,125,2186,9865,3322,6097,4035,8652,10388,2568,4082,4954,9294,11650,1474,12454,6810,1771,11023,4386,5572,53,2968,6970,2139"
1280,"892,2139,499,8420,1431,2217,11589,10325,1795,4802,3835,2267,4643,3341,7781,32,6305,1119,2470,542,2198,584,1327,133,7981,2082,424,4276,5917,1658,12046,850,363,389,2250,6401,246,9334,1191,2715,8942,10351,1209,6858,1372,6109,2731,10799,7137,1379"
1287,"6219,5302,10325,2379,10834,1911,9071,3054,9941,9798,1787,975,6165,2336,3765,4116,11783,543,784,2168,11539,1995,1226,10607,13295,4276,7722,11750,2420,810,10915,4412,5198,6981,12856,1928,8160,12025,809,11383,6234,7137,4265,1583,5917,7228,7947,2936,1879,9732"
1304,"342,1289,4928,9961,5134,788,2915,10662,7119,12868,13308,1557,10673,3426,9670,3237,9404,295,2637,10388,1968,6810,11917,10647,2186,3322,11297,9184,9767,4162,10146,2956,926,8553,7855,11063,3885,10580,13141,5141,9294,2713,6624,10962,8518,9745,2568,1749,2968,6970"
1319,"10325,630,8234,2139,1452,2198,9941,5998,9798,13295,3044,3949,7722,4148,10834,2217,1226,4697,4412,4946,2989,5544,11783,2336,1733,8412,6165,12610,3054,772,11750,6394,975,6325,2342,9667,810,1879,12025,2205,6432,2420,5484,3070,11395,7947,8160,2479,9732,2646"
1320,"12155,10355,5544,3529,9862,8451,2394,7722,7486,6891,2345,12856,12574,2909,7298,6313,12330,1639,6165,11006,4412,6447,2493,7228,228,1296,11636,5486,7151,465,11281,11179,5470,1583,5023,12792,265,571,4923,12555,1226,11256,11448,6781,11245,13353,4148,1871,1289,6970"
1327,"2139,8420,5302,2217,10325,4412,9941,11842,8234,13295,12610,11539,9798,543,1911,4797,11783,3054,850,2342,2788,10834,2566,10137,4276,9071,4697,10607,2807,5544,2909,12155,6898,12025,9448,7722,10339,1226,2536,5198,10081,6325,13380,1452,2410,7963,3839,9692,4148,3991"
1342,"8420,2379,2217,4276,10834,10325,4797,2904,8234,2336,9579,13295,3949,11783,9798,7137,330,10915,2566,10137,4697,6325,2989,2198,5544,3054,2788,4100,2442,11383,9967,810,6981,11750,1209,10178,11395,9448,4946,8561,7228,3339,12989,6394,5917,5501,5562,1452,7947,1289"
1344,"10325,7438,2290,2148,2139,5302,274,8234,9937,630,5586,9798,13295,7776,1225,2647,7740,1420,1226,10461,5289,4100,1222,6432,7947,5544,164,9454,6325,3899,7196,6600,975,2520,10607,108,9770,382,4412,4876,11488,407,101,9488,10915,1583,646,12791,4024,10178"
1373,"10662,777,3426,342,4928,4035,53,5134,2915,2637,1557,788,5978,13308,10647,3069,1778,9745,11917,1850,9184,9961,9767,10388,785,245,3885,1749,9970,2568,3322,295,8649,8634,1638,2750,11417,10161,11297,6200,9359,4110,7119,5660,11023,11718,7521,7325,6970,2139"
1409,"5302,6219,8234,9798,10325,2217,13295,5544,10834,2379,4276,8702,4412,2342,2566,4697,12679,4100,975,9667,6165,9458,543,3765,1226,2788,7947,2168,7722,7137,9732,12664,4321,3054,4797,5484,6961,12025,5917,12874,9936,6833,330,3044,3839,1452,3339,9692,5341,2420"
1413,"7438,2139,2290,6219,7062,805,2148,9305,4876,10325,2217,1911,274,564,5289,9579,9667,2336,5746,7382,9071,9770,10461,2632,850,10137,11691,4797,8451,4412,101,164,9798,4826,2263,4768,2381,1226,2198,12475,2647,5562,9800,7740,3642,9967,13213,1420,646,12989"
1419,"12856,5544,10355,6891,9862,10261,9263,11383,1439,8451,5306,4945,4613,712,11006,13184,1583,688,5486,1285,1639,6165,2227,13295,5569,7186,4452,3121,11910,6447,9491,9458,8898,10672,4347,6313,11179,11063,4412,5470,9412,12933,3293,11837,5434,12555,465,10178,11256,11704"
1439,"4082,4386,1289,5572,1474,2139,2217,12473,4928,6242,1131,12496,5674,9941,8234,2379,2342,13295,4575,8566,991,543,8921,10321,9404,1243,9798,1452,3087,12029,295,4412,10962,9670,6833,12558,12025,11750,4145,5544,7855,8702,2536,8477,10146,9692,3054,3479,7722,2865"
1440,"6219,5302,2139,10325,9071,8234,1911,10834,5531,1226,2566,5998,9798,4276,6165,3054,11783,11539,10915,13295,12856,2342,850,975,5198,543,2336,7722,11750,12025,11383,4797,8160,7137,3765,5865,7228,784,4412,4116,330,12605,2420,2788,8561,7947,3339,6981,7963,1583"
1442,"8634,4035,688,6321,1749,1289,712,9961,11023,5569,8089,3915,11063,4954,2339,13184,10673,3322,9670,6721,788,9184,1399,10996,1638,5434,10384,12831,8166,12251,3434,8341,11142,1292,9566,9586,10693,1350,2186,3426,12176,926,5640,7072,13308,11742,10465,11848,1778,5294"
1457,"8634,4035,1749,688,11023,6321,788,1289,10673,8089,8166,712,10384,9670,6721,5569,3538,8341,3434,2339,5434,11063,4972,2763,7816,1399,3915,11408,6097,9184,12393,1828,3322,2407,3426,13184,10996,7072,11742,9654,10465,10693,12736,10335,6609,11848,1638,4612,1256,1585"
1491,"5302,6219,2217,8234,10325,5998,2379,2342,10834,4412,9798,6165,13295,2198,1597,2788,11539,7722,4276,2566,975,543,6833,4797,6394,9692,5544,7137,10081,3765,12025,2336,11750,7947,4697,2536,930,8561,3054,2148,5198,9732,8702,7228,12605,11395,810,1226,2865,1289"
1495,"5302,2217,2566,2342,9798,2379,1452,784,4116,13295,6394,7722,274,9339,4276,3339,2788,5198,5998,5544,975,11395,930,11750,4946,2336,1226,4797,7947,2198,8412,5531,8160,12856,3769,10038,6794,9442,7137,5484,11383,13133,4412,686,10915,2420,10433,761,1289,6970"
1498,"5302,2139,2290,2217,2198,7438,7062,564,13295,4412,274,9305,6165,4697,8921,9798,4797,2989,1710,7722,2148,7382,2381,6514,892,5484,2263,9579,630,12025,8160,1452,4276,4145,13213,2336,363,12856,2163,1658,3070,11395,11383,101,11691,2355,2647,3044,10461,2205"
1503,"1289,1557,10606,11023,10388,11917,5671,7119,4663,2915,11297,788,295,4035,5134,777,2637,2956,4162,9347,9169,8634,10647,10962,1638,4215,53,8713,5968,12765,10146,10996,7855,3069,13369,4110,9959,7944,1120,11774,8649,2484,11063,419,11718,342,9745,6970,2139,5302"
1515,"6970,2139,8589,5302,10325,7137,1911,9667,5917,8234,330,12679,4276,274,975,2342,4797,2566,9071,2788,7438,10178,4318,543,5609,11383,2336,3339,363,8160,892,2355,12025,1658,810,6528,7382,4096,564,2163,3044,1209,499,7228,2466,9692,2074,2536,448,1795"
1522,"2139,6970,9667,10325,7137,12679,4797,4412,9798,3769,13295,330,2788,4276,2989,4100,6165,10607,1911,4864,274,219,12025,5544,2566,2198,11992,2336,5609,8412,9071,6898,3054,543,4321,11383,11395,10178,12856,12155,5306,10081,1583,7722,4946,10339,2050,2264,6394,6325"
1533,"10150,8910,10440,4934,12315,448,3835,12338,586,9825,46,2633,3583,10684,7477,9481,91,584,1056,9334,2934,6710,9993,4464,8722,6424,12538,891,11558,10738,9374,12671,8271,5739,3992,4099,9176,8867,7720,9567,8226,12814,1624,10008,7755,12028,8774,5017,1947,8486"
1538,"1289,10606,3426,11023,8589,4928,7119,4575,295,2915,1557,2342,1243,7944,4162,342,10673,11297,4035,2637,5671,32,9169,2956,10146,172,11774,8921,10388,1658,3237,11917,10962,1638,4663,363,161,9767,777,11063,4687,13369,8634,3569,7855,2568,1778,4318,12994,3261"
1558,"2139,8420,5302,10325,975,2379,1911,330,2168,5917,11842,850,7137,9798,10178,9071,13295,2566,4412,543,274,4797,5609,12025,2336,11539,219,5531,3339,4276,2342,9732,5198,5544,11395,11383,3044,1583,2788,2198,810,7722,6532,8160,7270,7228,4946,1733,2205,1289"
1571,"5544,1570,6891,12856,10355,1439,11023,712,11383,6165,688,1749,13184,8898,9263,13295,10261,8634,6313,4035,5569,10673,11910,6721,2339,10384,1583,3915,8451,11063,10672,1350,11006,5434,11179,465,8921,10178,11704,9184,9734,8589,9491,11256,12555,5470,9458,3426,7493,1289"
1572,"2139,8420,6219,10325,2217,11842,13295,8234,4412,2566,1911,2788,9071,850,9798,2904,3054,10137,3769,1452,5544,1597,4100,1222,2336,9448,8160,4276,2807,12155,543,4797,9879,810,9967,7722,4601,330,7137,10461,2148,3339,564,5494,1209,5198,1226,5917,9305,10081"
1600,"8589,8234,4928,6219,10325,10834,6242,5531,2342,4276,295,12868,9798,9941,9404,12496,12679,4082,12025,11116,10915,4697,13295,11539,1977,543,784,3179,4318,12664,6833,3054,11383,5865,11650,5544,1474,5572,4797,7137,7947,9692,8702,4005,4386,9936,7270,10178,2186,4387"
1602,"5302,2139,2566,7438,10325,11842,8234,330,850,2148,3044,2342,5024,274,2788,10915,4276,4864,9798,9071,2336,9879,13295,930,1977,2420,564,646,2198,10137,4876,7062,12610,10178,10607,4797,3339,4946,9770,543,9732,9305,11750,810,11383,5289,2263,5544,6833,101"
1603,"2139,5302,8420,10325,2566,2788,7137,4797,11539,330,3339,1787,9798,2168,1995,10834,12679,975,2336,3054,5198,13295,3769,219,1911,10607,784,5609,9879,4276,4412,10137,3765,4321,543,5544,8160,12025,9448,930,810,2570,2797,10433,9732,6981,1571,11383,10178,11750"
1612,"1289,3426,4575,1557,2915,10606,11297,295,4035,5671,11023,10662,10136,7119,9169,2637,9961,4663,8634,3538,4162,2956,1638,10580,13369,10388,9767,3237,11774,777,9959,1120,6575,2988,6609,342,9294,9184,7944,4215,10996,5346,11063,3069,3602,6323,10647,2968,6970,2139"
1633,"5302,10325,8420,8234,32,1911,9071,4276,5998,5531,11539,850,2198,6394,5198,892,11395,12679,5024,1431,2336,4946,1977,9879,10137,12856,10915,7137,12155,543,499,11383,363,810,1658,772,2148,5865,584,7963,4797,2420,448,8160,3514,12025,891,7228,542,1795"
1641,"6219,2139,10325,9798,8234,10834,11539,2566,9941,10607,9579,5544,3054,2336,7947,543,11783,6165,4276,1597,6325,4321,4412,3339,4601,1226,2420,10915,10339,5198,5609,11750,4100,7722,7228,810,12605,12856,2788,1928,6981,7137,6898,6302,686,4797,4148,8561,5917,1289"
1642,"4928,5572,4082,10662,1289,7119,1474,342,8234,4386,6242,13295,9184,5134,12496,8566,6811,2637,4663,2342,9670,1131,7147,6833,4253,5674,3538,5660,5544,5978,10161,2182,2750,3426,13141,1749,3237,1638,12765,11023,7705,11335,5895,10321,9692,524,2663,12029,1778,6970"
1653,"3949,10325,8234,8420,1787,9732,9941,3765,5998,6219,1995,2205,5544,12679,2566,975,13295,8160,7722,1879,11842,10178,3044,6325,4946,10607,7196,3054,510,2420,2336,1016,11571,4678,219,6165,4484,2936,4148,3070,1226,4265,4412,9937,11910,13223,11560,5501,761,1289"
1656,"1289,10606,3426,10136,1557,7119,4575,2915,2956,6575,5671,4663,4162,9961,9347,295,11297,11023,8634,3237,1243,9169,11774,4215,13369,7944,2637,1120,10388,342,11063,2988,3569,10647,12765,10146,9294,10962,9959,777,11718,712,6609,7855,1778,2968,3696,53,6970,2139"
1673,"8234,12679,2566,2342,1733,6219,6970,7722,13295,7706,88,784,11560,10834,4484,761,4100,3070,9996,1571,5063,5544,4946,4318,5523,5865,9798,1219,5978,9692,3765,8589,7632,11395,5123,1597,1452,2936,6833,9454,2536,6394,9732,9442,2205,2198,2788,11083,9096,1289"
1701,"5998,2566,9798,8234,13295,9071,3949,2788,6394,6165,4276,5544,330,6325,5531,543,850,10915,5198,11842,4412,7947,3044,3769,12856,2336,11750,10433,12025,2198,1226,7722,12155,11395,3339,810,7228,4946,2420,9879,11383,4601,9743,12605,8561,10081,1571,1099,686,1289"
1718,"448,891,892,1119,2715,584,2470,2633,586,2731,9334,1075,9825,542,32,1947,3835,424,8875,977,4099,389,794,1056,12442,1658,10440,499,7720,12046,5135,477,9658,2025,5017,8942,91,4949,6764,10325,1795,12338,6071,6858,2934,4559,8123,8910,1830,246"
1724,"8420,10325,1911,1787,1995,9071,11842,3765,5998,9732,2336,6325,2566,6219,219,8160,6432,1016,850,3044,4678,330,9798,5544,784,10178,686,1420,13295,510,10915,11571,12605,1879,9454,5501,9327,975,7196,11725,2646,2936,836,1583,761,2420,4148,5917,3054,6234"
1725,"2139,10325,2217,13295,9798,9941,7722,5544,630,2198,8234,274,4412,9071,7062,1452,4797,2989,1226,975,8921,6325,9579,2336,9667,2788,810,4145,5818,3044,12679,8451,10915,2342,2566,7947,2865,9967,12025,9340,3054,543,4276,8412,12856,5484,3070,5562,9448,1583"
1727,"2139,2342,1219,2217,2536,5998,13345,10325,4276,6833,9692,88,12857,10915,4412,3769,2904,4797,10137,10834,5865,5531,9097,12792,6794,12610,2566,2788,9579,2336,11636,3054,4697,330,2807,9448,6325,7963,2909,7137,4387,6981,9937,11750,9131,7270,7228,3908,12856,4148"
1734,"6970,2139,5302,2217,12679,9798,4412,2788,5998,13295,2566,3769,8234,4797,9941,274,6165,4100,543,11539,5544,975,3054,8412,10607,2342,3339,2807,10915,4276,5609,11383,12025,6528,2336,1452,6981,6898,10081,9936,4697,7722,564,4005,12155,4314,9448,10178,810,11750"
1738,"1289,4928,6242,4082,9670,8566,10662,5134,788,9961,1474,2915,7119,4386,5572,11116,3538,3479,9645,342,7816,4776,10321,10580,9767,13308,9294,2884,8505,3261,2568,1976,295,4126,10388,2968,1749,2578,9184,1475,2713,12473,4612,3804,2683,125,6624,6810,909,6970"
1773,"5302,8420,2198,8234,2217,2566,4276,4321,2904,4797,12025,4697,3044,4412,1597,6165,4864,10915,9798,5484,7722,2788,11395,2342,2336,4946,330,9071,11750,7062,6394,13295,2420,10607,686,6981,8160,5609,1956,1226,7137,1452,646,810,10178,3070,10081,5917,6833,1289"
1779,"5302,8420,8234,3044,10325,2198,2566,2217,2420,9798,4276,1452,330,1597,9071,4412,5917,6394,13295,4697,274,4100,1956,12025,10915,2788,4946,4797,10607,7722,6165,9667,11395,686,4321,12155,5544,5484,6961,543,7947,4148,3054,930,10178,11383,5609,7270,8160,8204"
1798,"6970,2139,5302,2217,8921,7062,4412,7137,9667,9798,4797,2788,10325,12025,2198,8234,13295,11395,4276,975,5544,274,3105,3769,7438,9071,330,543,2566,6394,564,7722,4946,8702,10461,5818,8451,10081,4145,1956,7228,12874,9936,3839,4697,4314,1452,4148,3070,1226"
